customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5486-FVUKD,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.72,1341.67,No
9210-BIDPI,Female,0,Yes,No,2,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),93.17,187.02,No
4438-VLEGY,Female,0,No,No,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),89.65,6341.58,No
8062-BVCWE,Female,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.02,1676.47,No
1351-HQWYX,Male,0,Yes,Yes,15,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,68.47,1000.7,No
4182-UYOWX,Female,0,Yes,No,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),71.7,1624.82,No
2367-VRBYV,Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,107.26,944.62,No
3236-GXIUO,Male,0,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.79,1206.96,Yes
9028-IPHPW,Female,0,No,No,16,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,63.91,1026.93,No
6726-BHPWN,Male,0,Yes,No,21,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),62.24,1303.19,No
7011-LVAHO,Female,0,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.77,271.2,Yes
8224-RYOVU,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.42,492.07,No
1952-HATHG,Male,0,No,No,66,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,53.52,3550.26,No
6273-OZLCV,Male,0,No,Yes,17,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,59.91,1054.73,No
2727-UOGBZ,Female,0,Yes,Yes,63,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,73.86,4628.47,No
2730-KIZFD,Female,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),105.21,536.08,Yes
6449-WQMIQ,Female,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.69,96.66,Yes
9583-OZRNV,Female,0,Yes,Yes,71,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,49.74,3525.09,No
9816-MWHGZ,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.89,2017.41,No
5710-IDYHT,Female,0,Yes,Yes,33,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,76.29,2509.74,No
3245-EFSTS,Female,0,No,No,65,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,87.29,5670.42,No
2216-REXIP,Female,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.64,623.43,Yes
2455-IATSL,Male,0,No,Yes,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),87.49,6341.84,No
9437-CHHKO,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.66,72.88,Yes
6150-XKQYY,Male,0,No,No,10,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),102.51,1012.84,Yes
8327-AXMPL,Female,1,No,No,11,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,82.08,890.97,No
9117-SJBPJ,Male,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.99,74.2,Yes
6082-MHJEW,Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.17,537.13,No
1876-EYCAW,Male,1,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.61,5818.88,Yes
6691-RLBDB,Male,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),89.07,4921.23,No
3324-ZSPPC,Female,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.9,825.99,Yes
2392-KJBCK,Male,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,101.66,1221.03,No
1316-DHAAN,Female,0,Yes,No,20,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.2,1152.32,No
1802-JTJMG,Male,1,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.9,1427.32,No
4359-LXYGQ,Male,0,No,No,0,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,95.42,0.0,Yes
2019-VMBYO,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.32,6586.6,No
1853-JAIDV,Female,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,87.29,332.72,Yes
2800-XAWFD,Male,0,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.71,824.91,No
7322-MLGIN,Female,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,103.07,7132.0,No
8759-HJWUW,Female,1,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),95.04,4769.6,No
6781-XLDBH,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,64.92,1505.89,No
5401-NQIOI,Female,0,No,Yes,3,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,68.27,195.78,Yes
5338-XGXXT,Female,0,No,No,32,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,68.7,2178.84,No
8632-KQGRG,Male,0,Yes,Yes,6,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,65.22,395.95,No
8684-DYINU,Male,1,Yes,Yes,66,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,59.06,3880.58,No
9709-MXYJP,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.71,530.74,Yes
7875-VHANZ,Female,1,No,No,43,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),62.34,2670.67,No
4426-IUDJI,Female,0,Yes,Yes,24,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),57.73,1397.19,No
7017-ISQHJ,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),97.55,1170.22,No
2892-CUEIG,Male,0,No,No,61,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),90.34,5502.02,No
5041-ACXSR,Female,0,Yes,No,51,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,63.21,3224.58,No
4378-ADPHA,Male,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.6,1612.01,No
2646-SIRZF,Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.96,2704.77,Yes
4771-LKVXO,Male,0,No,No,22,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,72.31,1618.66,No
8744-HDPZH,Male,1,Yes,Yes,12,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,68.83,817.5,No
1443-TYXTI,Female,0,Yes,Yes,3,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,64.97,233.37,No
5427-WMAMS,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.23,1564.8,No
2887-PBSDS,Female,0,No,Yes,22,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,83.2,1827.63,No
4932-RDNBI,Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.19,115.53,Yes
4196-EINIK,Female,1,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.88,468.37,No
5191-MNWUF,Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),29.92,135.52,No
5643-LNGPR,Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.52,92.78,No
1324-CVZBA,Male,0,No,No,60,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,51.14,3029.21,No
6225-FTZDF,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),64.48,1068.93,No
6031-LFBYC,Female,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.37,3.4,No
9759-CMZYL,Male,0,No,No,64,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),47.35,3011.6,No
6538-JGXCL,Male,1,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,52.67,3819.01,No
5556-JLCMM,Female,0,No,Yes,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.93,6683.7,No
1176-QLQCC,Male,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.46,927.19,No
6713-GPCBI,Male,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),95.18,140.36,Yes
1943-OJBZG,Male,0,No,No,69,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,106.86,7374.53,No
5623-BTSJV,Female,0,No,No,3,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,81.05,223.66,Yes
3570-DCYON,Male,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,94.08,4309.08,No
9793-ZEXEY,Male,1,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.75,586.55,No
5295-VSUOD,Female,0,No,Yes,12,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),62.18,759.47,No
4424-MYFON,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),96.86,189.58,Yes
3420-TAXYG,Female,0,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,256.48,Yes
7489-OLOVT,Female,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.09,1372.54,No
3713-XTBOV,Male,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),97.53,7053.48,No
5671-ZIVFK,Male,0,No,No,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.69,5431.26,No
5414-ONQZI,Male,0,No,No,1,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),76.74,107.31,No
3315-LUROO,Female,0,No,Yes,2,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,75.74,143.29,Yes
1771-LGLTW,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,80.66,1888.75,No
1669-QRKTZ,Male,1,Yes,No,9,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,63.03,565.52,No
4210-YYXYR,Female,0,No,No,0,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,62.43,0.0,Yes
6408-DYYNY,Female,0,No,No,28,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),62.84,1759.03,No
5196-OUGMB,Female,0,No,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.25,837.55,No
2050-ANDOK,Male,0,Yes,No,58,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),60.13,3439.64,No
5464-TAEUC,Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,86.55,686.5,Yes
9200-TFULV,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),94.33,6775.05,No
8992-XJBDC,Male,1,Yes,No,62,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,93.94,5807.34,No
9793-ETJZN,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,100.39,2694.12,No
2175-JKCBL,Female,1,No,No,56,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.18,5216.38,No
4826-FMEJT,Male,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.0,1607.02,No
4029-BAFWQ,Female,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,88.89,148.58,Yes
1547-BPIGG,Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),91.47,1346.04,Yes
3677-NDVYH,Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.61,1040.25,Yes
7066-NWGQL,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,1555.53,Yes
1269-WMIRI,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.85,434.86,Yes
1870-GAMVO,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,90.08,267.17,Yes
9259-QNEOE,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,116.67,1612.09,No
6635-NOZRP,Male,1,No,Yes,68,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,62.38,4226.28,No
6683-XNVDF,Female,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.12,506.53,No
6781-TGSWR,Male,0,Yes,No,3,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,87.66,254.03,Yes
6935-IEDYQ,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.3,1121.16,Yes
6152-RTEKQ,Male,0,No,No,66,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,49.38,3235.14,No
4575-RJJCC,Female,1,Yes,Yes,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.1,328.95,No
6909-CERUA,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,92.26,6648.49,No
8528-VWJVU,Female,0,No,No,56,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,56.44,3164.45,No
2151-SZYIN,Male,0,Yes,No,7,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),71.51,525.47,Yes
5932-PDSDI,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,91.46,441.49,No
8944-OQGDH,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),85.27,6137.59,No
9025-KJPRY,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.74,87.27,Yes
6667-LEQSV,Female,1,No,No,13,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),59.33,771.71,Yes
4264-BMKCO,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,92.15,234.3,Yes
8488-UUSOH,Male,1,Yes,Yes,28,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,81.46,2254.5,No
4770-JXNZW,Female,0,No,No,1,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,66.17,93.82,No
8053-PQYRS,Male,0,Yes,No,16,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),72.27,1142.98,No
3966-AWOGR,Male,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,66.75,107.98,Yes
2198-FPVOX,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,90.61,481.43,Yes
2445-OXXTN,Female,0,Yes,Yes,11,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),65.82,699.3,No
4339-UPBVC,Male,0,Yes,No,62,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),66.84,4128.92,No
2117-FDWTR,Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,81.66,3337.13,Yes
6257-PEQBI,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.09,71.32,Yes
1259-ZZJBS,Female,0,No,No,35,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),102.78,3607.9,No
1328-GKXYA,Female,0,No,No,8,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),57.99,467.66,Yes
2376-IGCVE,Male,0,No,No,34,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,65.55,2226.27,No
8741-AIPBY,Female,0,No,No,5,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,55.91,294.33,Yes
6245-JFROR,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.91,4154.28,Yes
7966-JICQZ,Female,1,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,26.34,593.4,No
5260-DGTGB,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,92.97,105.49,Yes
6688-OPOLA,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),84.19,1699.31,Yes
8552-ZHMYB,Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),82.86,0.0,Yes
4488-WHAVN,Male,0,Yes,Yes,14,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),60.26,879.03,Yes
4493-FGGRE,Male,1,Yes,No,72,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,87.37,6326.04,No
9175-DDRXN,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,97.95,6660.82,Yes
8367-OEGJI,Male,1,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.88,494.49,No
8319-EBXZA,Male,1,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,28.07,139.03,Yes
3519-FJCGU,Female,0,No,No,66,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),91.44,6020.72,No
9337-XTOIQ,Male,0,Yes,No,72,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,67.93,4919.83,No
3947-JQLTK,Female,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,92.8,5289.19,No
6999-KKGLK,Male,0,No,No,43,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.8,2610.96,Yes
4927-MNDLF,Female,0,No,No,6,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,63.78,426.07,Yes
4410-FGODL,Female,0,Yes,No,66,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,52.31,3445.58,No
6031-BUXKE,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,99.11,6756.67,Yes
3046-YRAJS,Female,0,Yes,No,14,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),56.6,800.41,No
7825-YAGTI,Female,1,No,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,94.9,2370.41,No
5319-BNJMH,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,96.25,125.88,No
8537-ONMHL,Male,0,No,Yes,12,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,57.2,657.08,Yes
9152-HQKRT,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),96.09,182.61,Yes
8253-EXPPV,Male,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,110.78,2304.1,No
7513-YEKUQ,Female,0,Yes,No,1,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,68.4,43.33,Yes
2383-ISCIU,Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.62,1421.89,Yes
8559-UNNQT,Male,0,Yes,Yes,5,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,67.85,359.45,No
7482-PREEZ,Female,0,No,No,59,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.69,5922.24,No
5230-EVAXH,Female,0,No,Yes,8,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,90.12,734.87,No
4136-MTUAY,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,90.82,307.32,No
